Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Transmission_Type,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.2,8.7,10.6,250
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,12.5,8.9,10.9,255
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Automatic,PREMIUM GASOLINE,11.7,8.5,10.2,240
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Manual,PREMIUM GASOLINE,12.3,8.7,10.7,251
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Automatic,PREMIUM GASOLINE,11.9,8.8,10.5,246
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Manual,PREMIUM GASOLINE,12.5,9.0,10.9,257
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.7,9.2,11.1,260
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,13.0,9.2,11.3,265
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,13.1,9.4,11.4,268
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,13.4,9.3,11.6,272
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.2,8.9,10.7,251
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,12.7,8.9,11.0,258
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.5,9.1,11.0,257
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,12.9,9.2,11.2,262
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Automatic,PREMIUM GASOLINE,16.0,11.5,14.0,329
PORSCHE,911 GT3RS,TWO-SEATER,4.0,6,AM7,Automatic,PREMIUM GASOLINE,16.3,11.8,14.3,334
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Automatic,PREMIUM GASOLINE,12.3,8.9,10.8,253
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M7,Manual,PREMIUM GASOLINE,12.9,9.0,11.1,261
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.8,9.3,11.2,260
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,13.1,9.2,11.4,267
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,13.7,9.6,11.9,278
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,13.7,9.6,11.9,278
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,13.7,9.6,11.9,278
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,13.7,9.6,11.9,278
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Automatic,PREMIUM GASOLINE,10.7,7.4,9.2,217
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Manual,PREMIUM GASOLINE,11.5,7.9,9.9,232
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Automatic,PREMIUM GASOLINE,10.9,7.7,9.5,222
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Manual,PREMIUM GASOLINE,12.1,8.9,10.7,250
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Automatic,PREMIUM GASOLINE,11.3,7.9,9.8,230
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Manual,PREMIUM GASOLINE,11.9,8.6,10.4,245
PORSCHE,BOXSTER SPYDER,TWO-SEATER,3.8,6,M6,Manual,PREMIUM GASOLINE,13.1,9.9,11.6,272
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Automatic,PREMIUM GASOLINE,13.5,9.7,11.8,277
PORSCHE,CAYENNE DIESEL (MODIFIED),SUV - STANDARD,3.0,6,A8,Automatic,DIESEL,11.2,8.4,9.8,270
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Automatic,PREMIUM GASOLINE,14.8,10.4,12.8,300
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Automatic,PREMIUM GASOLINE,16.7,11.2,14.2,334
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Automatic,PREMIUM GASOLINE,16.9,11.2,14.3,336
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Automatic,PREMIUM GASOLINE,10.7,7.4,9.2,217
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Manual,PREMIUM GASOLINE,11.5,7.9,9.9,232
PORSCHE,CAYMAN GT4,TWO-SEATER,3.8,6,M6,Manual,PREMIUM GASOLINE,13.3,10.1,11.8,277
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Automatic,PREMIUM GASOLINE,10.9,7.7,9.5,222
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,M6,Manual,PREMIUM GASOLINE,12.1,8.9,10.7,250
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Automatic,PREMIUM GASOLINE,11.3,7.9,9.8,230
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Manual,PREMIUM GASOLINE,11.9,8.6,10.4,245
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Automatic,PREMIUM GASOLINE,13.7,10.3,12.2,285
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Automatic,PREMIUM GASOLINE,14.2,10.1,12.3,287
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Automatic,PREMIUM GASOLINE,12.9,8.4,10.9,255
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Automatic,PREMIUM GASOLINE,15.1,9.7,12.7,298
PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM7,Automatic,PREMIUM GASOLINE,13.4,8.8,11.4,267
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Automatic,PREMIUM GASOLINE,13.1,8.7,11.1,262
PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6,AM7,Automatic,PREMIUM GASOLINE,13.4,8.8,11.4,267
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Automatic,PREMIUM GASOLINE,13.7,8.9,11.5,271
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Automatic,PREMIUM GASOLINE,15.3,9.7,12.8,300
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Automatic,PREMIUM GASOLINE,15.4,9.8,12.9,303
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Automatic,PREMIUM GASOLINE,15.3,9.7,12.8,300
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Automatic,PREMIUM GASOLINE,15.4,9.8,12.9,303
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,Automatic,REGULAR GASOLINE,13.9,9.5,11.9,279
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,Automatic,ETHANOL,19.4,13.6,16.8,279
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,Automatic,REGULAR GASOLINE,12.9,9.3,11.3,264
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,Automatic,REGULAR GASOLINE,17.1,12.0,14.8,348
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,Automatic,REGULAR GASOLINE,15.8,10.9,13.6,319
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,Automatic,DIESEL,11.6,8.4,10.2,272
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,Automatic,DIESEL,11.3,8.0,9.8,264
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,Automatic,REGULAR GASOLINE,14.6,10.1,12.6,294
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,Automatic,ETHANOL,20.5,14.5,17.8,296
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,Automatic,REGULAR GASOLINE,17.7,12.7,15.4,362
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,Automatic,REGULAR GASOLINE,16.2,11.5,14.1,330
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,Automatic,DIESEL,12.1,8.8,10.6,283
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,Automatic,REGULAR GASOLINE,11.2,8.1,9.8,231
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Automatic,PREMIUM GASOLINE,19.2,12.4,16.1,373
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Automatic,PREMIUM GASOLINE,19.2,12.4,16.1,373
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Automatic,PREMIUM GASOLINE,20.9,12.7,17.2,403
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Automatic,PREMIUM GASOLINE,20.7,12.9,17.2,404
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Automatic,PREMIUM GASOLINE,20.9,12.7,17.2,403
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Automatic,PREMIUM GASOLINE,20.7,12.9,17.2,404
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Automatic,PREMIUM GASOLINE,18.8,11.8,15.6,367
SCION,FR-S,MINICOMPACT,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.6,7.0,8.4,197
SCION,FR-S,MINICOMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.9,7.9,9.6,224
SCION,IM,MID-SIZE,1.8,4,AV7,Automatic,REGULAR GASOLINE,8.3,6.3,7.4,173
SCION,IM,MID-SIZE,1.8,4,M6,Manual,REGULAR GASOLINE,8.6,6.6,7.7,180
SCION,TC,COMPACT,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.2,7.6,9.0,211
SCION,TC,COMPACT,2.5,4,M6,Manual,REGULAR GASOLINE,10.2,7.7,9.0,210
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Automatic,PREMIUM GASOLINE,7.5,6.1,6.9,157
SMART,FORTWO COUPE,TWO-SEATER,0.9,3,AM6,Automatic,PREMIUM GASOLINE,7.5,6.1,6.9,157
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.6,7.0,8.4,197
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.9,7.9,9.6,224
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Automatic,PREMIUM GASOLINE,10.2,8.5,9.4,222
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,Automatic,REGULAR GASOLINE,9.6,7.5,8.7,204
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,Manual,REGULAR GASOLINE,10.6,8.4,9.6,227
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,Automatic,REGULAR GASOLINE,8.5,6.4,7.6,177
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,Manual,REGULAR GASOLINE,9.5,7.0,8.4,197
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,Automatic,REGULAR GASOLINE,8.5,6.4,7.6,177
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,Manual,REGULAR GASOLINE,9.5,7.0,8.4,197
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,Automatic,REGULAR GASOLINE,9.0,6.5,7.9,185
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,Manual,REGULAR GASOLINE,10.7,7.8,9.4,220
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,Automatic,REGULAR GASOLINE,11.9,8.2,10.2,239
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,Automatic,REGULAR GASOLINE,9.3,7.1,8.3,196
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,Manual,REGULAR GASOLINE,11.0,8.2,9.7,228
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,Automatic,REGULAR GASOLINE,12.0,8.6,10.5,246
SUBARU,WRX,COMPACT,2.0,4,AV8,Automatic,PREMIUM GASOLINE,12.5,9.5,11.2,254
SUBARU,WRX,COMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,11.3,8.4,10.0,233
SUBARU,WRX,COMPACT,2.5,4,M6,Manual,PREMIUM GASOLINE,13.8,10.2,12.2,285
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,Automatic,REGULAR GASOLINE,9.1,7.0,8.1,191
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,Manual,REGULAR GASOLINE,10.2,7.7,9.1,214
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,Automatic,REGULAR GASOLINE,7.9,6.9,7.5,175
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,Automatic,REGULAR GASOLINE,14.2,11.1,12.8,298
TOYOTA,4RUNNER 4WD (PART-TIME 4WD),SUV - STANDARD,4.0,6,AS5,Automatic,REGULAR GASOLINE,14.2,11.1,12.8,298
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,11.4,7.6,9.7,225
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,9.4,6.7,8.2,192
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,11.0,7.7,9.5,222
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,Automatic,REGULAR GASOLINE,5.5,6.0,5.7,134
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,Automatic,REGULAR GASOLINE,5.7,6.0,5.9,137
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,Automatic,REGULAR GASOLINE,8.6,6.5,7.6,179
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,Automatic,REGULAR GASOLINE,8.2,6.2,7.3,171
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,Automatic,REGULAR GASOLINE,7.9,6.1,7.1,166
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,Manual,REGULAR GASOLINE,8.4,6.4,7.5,174
TOYOTA,COROLLA LE ECO (1-MODE),MID-SIZE,1.8,4,AV,Automatic,REGULAR GASOLINE,7.7,5.6,6.8,160
TOYOTA,COROLLA LE ECO (2-MODE),MID-SIZE,1.8,4,AV,Automatic,REGULAR GASOLINE,7.7,6.0,6.9,162
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.5,9.3,11.1,260
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.8,11.6,272
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,Automatic,REGULAR GASOLINE,8.6,8.4,8.5,198
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,Automatic,REGULAR GASOLINE,8.4,8.3,8.4,195
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,Automatic,REGULAR GASOLINE,4.4,4.6,4.5,104
TOYOTA,PRIUS C,COMPACT,1.5,4,AV,Automatic,REGULAR GASOLINE,4.5,5.1,4.7,111
TOYOTA,PRIUS V,STATION WAGON - MID-SIZE,1.8,4,AV,Automatic,REGULAR GASOLINE,5.4,5.8,5.6,131
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.1,7.7,9.0,212
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.5,8.2,9.5,220
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,Automatic,REGULAR GASOLINE,6.9,7.6,7.2,169
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.0,7.6,8.9,208
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,10.6,8.1,9.4,220
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.5,11.4,267
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.4,10.2,12.5,290
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,Automatic,REGULAR GASOLINE,12.0,10.0,11.1,261
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.6,10.0,11.4,267
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,Automatic,REGULAR GASOLINE,12.7,10.5,11.7,274
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,Manual,REGULAR GASOLINE,12.4,11.4,11.9,279
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,13.1,10.5,11.9,280
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,Manual,REGULAR GASOLINE,13.6,11.2,12.5,292
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,Manual,REGULAR GASOLINE,13.8,11.7,12.9,300
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,Automatic,REGULAR GASOLINE,15.9,12.3,14.3,335
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,Automatic,REGULAR GASOLINE,17.3,13.0,15.4,360
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,Automatic,REGULAR GASOLINE,16.9,12.9,15.1,351
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,Automatic,REGULAR GASOLINE,18.2,14.1,16.3,380
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,Automatic,REGULAR GASOLINE,11.6,9.0,10.4,244
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.5,9.0,10.9,256
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,Automatic,REGULAR GASOLINE,11.6,9.2,10.5,241
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,Automatic,REGULAR GASOLINE,12.8,9.3,11.3,263
TOYOTA,YARIS,COMPACT,1.5,4,AS6,Automatic,REGULAR GASOLINE,7.2,5.6,6.4,151
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,Manual,REGULAR GASOLINE,7.6,5.7,6.7,157
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,Automatic,REGULAR GASOLINE,7.8,6.6,7.3,170
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,Manual,REGULAR GASOLINE,7.7,6.3,7.1,165
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.6,7.0,8.4,196
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,Manual,REGULAR GASOLINE,9.5,6.9,8.4,196
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.6,7.0,8.4,196
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.7,7.5,8.7,203
VOLKSWAGEN,CC,COMPACT,2.0,4,AM6,Automatic,PREMIUM GASOLINE,10.7,7.7,9.3,217
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.3,6.5,8.1,189
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,Manual,REGULAR GASOLINE,9.3,6.4,8.0,187
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Automatic,REGULAR GASOLINE,9.5,7.2,8.5,198
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,9.4,6.9,8.3,193
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM6,Automatic,PREMIUM GASOLINE,10.4,7.9,9.3,216
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.9,7.7,9.4,220
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,Manual,REGULAR GASOLINE,9.5,6.6,8.2,192
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,Automatic,REGULAR GASOLINE,8.5,6.0,7.3,173
VOLKSWAGEN,JETTA,COMPACT,1.4,4,M5,Manual,REGULAR GASOLINE,8.3,5.9,7.2,168
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.2,6.4,8.0,186
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,Manual,REGULAR GASOLINE,9.4,6.4,8.1,189
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AM6,Automatic,REGULAR GASOLINE,9.8,7.0,8.6,201
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,10.1,7.2,8.8,207
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Automatic,PREMIUM GASOLINE,5.7,4.9,5.3,124
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,Automatic,REGULAR GASOLINE,9.4,6.3,8.0,187
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M6,Manual,REGULAR GASOLINE,9.5,6.4,8.1,189
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Automatic,REGULAR GASOLINE,11.9,8.5,10.4,243
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Automatic,PREMIUM GASOLINE,11.7,9.5,10.7,251
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Manual,PREMIUM GASOLINE,13.0,9.0,11.2,259
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS6,Automatic,PREMIUM GASOLINE,11.6,9.3,10.6,248
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Automatic,REGULAR GASOLINE,14.1,10.4,12.4,292
VOLKSWAGEN,TOUAREG TDI (MODIFIED),SUV - STANDARD,3.0,6,AS8,Automatic,DIESEL,11.2,8.4,9.8,270
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,AS6,Automatic,REGULAR GASOLINE,11.8,8.6,10.3,239
VOLVO,S60 INSCRIPTION,COMPACT,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.6,6.7,8.3,193
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,AS6,Automatic,REGULAR GASOLINE,11.6,8.2,10.1,233
VOLVO,S60 T5,COMPACT,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.6,6.7,8.3,193
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,Automatic,REGULAR GASOLINE,11.6,8.2,10.1,233
VOLVO,S60 T6,COMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.6,7.7,9.3,218
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.3,8.2,9.9,231
VOLVO,S60 3.0T AWD,COMPACT,3.0,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.0,11.2,259
VOLVO,S60 POLESTAR,COMPACT,3.0,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.0,11.2,259
VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.6,6.7,8.3,193
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,Automatic,REGULAR GASOLINE,11.8,8.6,10.3,239
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,9.6,6.7,8.3,193
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,Automatic,REGULAR GASOLINE,11.6,8.2,10.1,233
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.3,8.2,9.9,231
VOLVO,V60 3.0T AWD,STATION WAGON - SMALL,3.0,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.0,11.2,259
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,3.0,6,AS6,Automatic,REGULAR GASOLINE,13.0,9.0,11.2,259
VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,10.3,7.6,9.1,213
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,Automatic,REGULAR GASOLINE,12.5,9.2,11.0,254
VOLVO,XC60 T6,SUV - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.0,8.1,9.7,226
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.8,9.1,10.6,247
VOLVO,XC60 3.0T AWD,SUV - SMALL,3.0,6,AS6,Automatic,REGULAR GASOLINE,13.7,10.1,12.0,276
VOLVO,XC70 T5,SUV - SMALL,2.0,4,AS8,Automatic,REGULAR GASOLINE,10.3,7.6,9.1,213
VOLVO,XC70 T5 AWD,SUV - SMALL,2.5,5,AS6,Automatic,REGULAR GASOLINE,12.5,9.2,11.0,254
VOLVO,XC90 T5,SUV - STANDARD,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.6,9.1,10.0,232
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.8,9.5,10.2,239
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Automatic,PREMIUM GASOLINE,11.5,9.5,10.6,247
ACURA,ILX,COMPACT,2.4,4,AM8,Automatic,PREMIUM GASOLINE,9.4,6.8,8.2,192
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Automatic,PREMIUM GASOLINE,12.6,9.0,11.0,259
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Automatic,PREMIUM GASOLINE,12.2,9.0,10.7,251
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Automatic,PREMIUM GASOLINE,9.1,9.0,9.0,210
